Sector,RealSector,Country,Country Code,amount,time,DealType,Company Name,DealSubtype
Services,Services,Mexico,MX,410000.0,1996,Public offer,Bodega 113 Proveeduria,
Infrastructure,Telecommunications,Mexico,MX,1760000.0,1996,Concession,Electrico para radiolocalizacion movil,
Infrastructure,Transport,Mexico,MX,2700000.0,1996,Public offer,Bodega 80-81 Andsa Modif,
Infrastructure,Ports,Mexico,MX,5080000.0,1996,Sale of assets/Concession,Servicio de Remolcaje y Equipo API Coatz.,
Infrastructure,Ports,Mexico,MX,5540000.0,1996,Sale of assets/Concession,Servico de Remolcaje y Equipo API Lazaro C.,
Infrastructure,Ports,Mexico,MX,5580000.0,1996,Sale of assets/Concession,Servicio de Remolcaje y Equipo API Manzanilla,
Infrastructure,Ports,Mexico,MX,7920000.0,1996,Sale of assets/Concession,API Acapulco,
Infrastructure,Ports,Mexico,MX,50090000.0,1996,Partial rights cession,Altamira II,
Infrastructure,Railway,Mexico,MX,1400000000.0,1996,Concession,"Ferrocarril del Noreste, S.A. de C.V.",
Infrastructure,Gas,Mexico,MX,207410000.0,1997,Public offer,Sistema de Gas Natural de Monterey,
Financial,Financial,Mexico,MX,78430000.0,1997,Public offer,"Almacenadora Sur, S.A. (ALSUR)",
Manufacturing & Services,Chemicals,Mexico,MX,2980000.0,1997,Tender,"Deparsa, S.A. de C.V.",
Manufacturing & Services,Chemicals,Mexico,MX,18190000.0,1997,Tender,"Tereftalatos Mexicanos, S.A. de C.V.",
Infrastructure,Telecom/satellite systems,Mexico,MX,678070000.0,1997,Private sale/public offer,Satelites Mexicanos S.A. de C.V. (Satmex),
Infrastructure,Railways,Mexico,MX,10000000.0,1997,Private sale,Tijuana-Tecate Line,
Infrastructure,Railways,Mexico,MX,23000000.0,1997,Private sale,Coahuila-Drango Line,
Infrastructure,Transport,Mexico,MX,29060000.0,1997,Public offer,Via Corta Coahuila Durango,
Infrastructure,Transport,Mexico,MX,32320000.0,1997,Public offer,Via Corta Ojinaga-Topolobampo,
Infrastructure,Transport,Mexico,MX,366180000.0,1997,Public offer,"Ferrocarril del Sureste, S.A. de C.V.",
Infrastructure,Transport,Mexico,MX,498000000.0,1997,Private sale,"Ferrocarril del Pacifico Norte, S.A. de C.V. (Pacific North Railroad)",
Infrastructure,Ports,Mexico,MX,1154000000.0,1997,Public offer,Income from diverse port sevices and towing equipment autions,
Infrastructure,Transport,Mexico,MX,1399010000.0,1997,Public offer,Ferrocarril del Noreste S.A. de C.V.,
Infrastructure,Gas Distribution,Mexico,MX,25280000.0,1998,Tender,"Distribuidora de Gas de Queretaro , S.A. de C.V.",
Infrastructure,Gas Distribution,Mexico,MX,45000000.0,1998,Concession (30-year),"Distribuidora de Gas Natural del Estado de Mexico, S.A. de C.V. Unidad Diganamex en la zona geografica del Distrito Federal",
Infrastructure,Gas Distribution,Mexico,MX,72000000.0,1998,Concession (30-year),Unidad Diganamex en la zona geografica del Valle Cuautitlan - Texcoco,
Infrastructure,Gas Distribution,Mexico,MX,157620000.0,1998,Tender,Sistema de Gas Natural de Monterrey,
Manufacturing & Services,Cellulose Sale and Manufacture,Mexico,MX,120000000.0,1998,Tender,"Productora e Importadora de Papel, S.A. de C.V., Fabricas de Papel Tuxtepec, S.A. de C.V., Mexicana de Papel Periodico , S.A. de C.V. y Productora Nacional de Papel Destintado, S.A. de C.V.",
Other,Warehouse,Mexico,MX,10000.0,1998,Tender,"Unidad de Acopio Tizimin, Yuc.",
Other,Warehouse,Mexico,MX,10000.0,1998,Tender,"Unidad de Acopio Altacomulco, Mex.",
Other,Warehouse,Mexico,MX,20000.0,1998,Tender,"Unidad de Acopio Estacion Camargo, Tamps.",
Other,Warehouse,Mexico,MX,20000.0,1998,Tender,Unidad de Acopio Poblado de Anahuac,
Other,Warehouse,Mexico,MX,40000.0,1998,Tender,"Unidad de Acopio Colonia Magueyes , Tamps",
